"";"A_theta_point";"A_theta_se";"A_z";"A_p_value";"A_duration";"B_theta_point";"B_theta_se";"B_z";"B_p_value";"B_duration";"C_theta_point";"C_theta_se";"C_z";"C_p_value";"C_duration";"D_theta_point";"D_theta_se";"D_z";"D_p_value";"D_duration";"E_theta_point";"E_theta_se";"E_z";"E_p_value";"E_duration";"F_theta_point";"F_theta_se";"F_z";"F_p_value";"F_duration";"G_theta_point";"G_theta_se";"G_z";"G_p_value";"G_duration";"H_theta_point";"H_theta_se";"H_z";"H_p_value";"H_duration";"I_theta_point";"I_theta_se";"I_z";"I_p_value";"I_duration"
"1";0,00372989075896972;0,0395504944645189;0,0943070575847248;0,924865243762265;0,0104539394378662;-0,00315764389555403;0,0108105551634532;-0,292088967477724;0,770218601741854;0,240149974822998;0,00202086000922761;0,0340443238472186;0,0593596752955548;0,953962785930859;12,8727118968964;-0,0024408836081694;0,0106318014470241;-0,229583257393565;0,818415618057566;0,000211954116821289;0,00202086000922761;0,0389734734626547;0,0518521914954295;0,958646468652177;0,00138401985168457;0,311310065568033;0,468152234627309;0,664976139259196;0,506065754654861;0,00145912170410156;2,22071709979343e-17;0,0408061017073997;5,44212019005661e-16;1;4,58660006523132;NA;NA;NA;NA;NA;0,0442312959235349;NA;NA;0,36245086255141;0,00132083892822266
"2";-0,0223540308341769;0,0406974979345407;-0,54927285382831;0,582818213899356;0,0124709606170654;0,003228790113603;0,0107361190332145;0,300740901215239;0,763612077084325;0,237276077270508;-0,0249028179703809;0,0418728384891475;-0,594724859095356;0,566676621041304;12,7642350196838;0,00274169185491814;0,0105608682589649;0,259608565099823;0,795165728816202;0,000210046768188477;-0,0249028179703809;0,0418728384891475;-0,594724859095356;0,552027402104194;0,00135302543640137;-0,735095982394515;0,869631800117754;-0,845295655350894;0,397945786207115;0,00153803825378418;2,00936105613651e-17;0,0547681594429277;3,66884897461344e-16;1;5,65690088272095;NA;NA;NA;NA;NA;-0,135389828194413;NA;NA;0,356801261029576;0,00148415565490723
"3";0,0178154955174873;0,0418253065969937;0,425950147578066;0,670144172540165;0,00937891006469727;0,0123797481530582;0,0104780072472494;1,18149833846583;0,237404813112871;0,206122159957886;0,0241729564962387;0,0444583301776004;0,543721646757167;0,599840597214648;12,9199178218842;0,0124264413200653;0,0103830709005962;1,19679827278765;0,231385191662808;0,000340938568115234;0,0241729564962387;0,0444583301776004;0,543721646757167;0,586633034042439;0,00131797790527344;-0,152821100166661;0,554615421736233;-0,275544267572387;0,782898120909414;0,00153684616088867;0,01;0,120488700156905;0,0829953347241494;0,933855249167868;5,70531487464905;NA;NA;NA;NA;NA;0,0252248177432025;NA;NA;0,594413275933645;0,00121784210205078
"4";-0,00156024370101647;0,0398094247014045;-0,039192822119869;0,968736656359867;0,00952696800231934;-0,00837976546013294;0,0107536095239092;-0,779251417070861;0,435831627236698;0,216040849685669;-0,0045093590549295;0,0469579230931972;-0,0960297806608652;0,92560122094426;12,6673982143402;-0,00773304631074637;0,0105713937721932;-0,731506788734632;0,464469659434662;0,000260114669799805;-0,00450935905492951;0,0469579230931972;-0,0960297806608654;0,923496920309226;0,00138711929321289;-0,315192584632973;0,636146588167019;-0,495471626345059;0,620267245718304;0,00153303146362305;2,00936105613651e-17;0,0487743160803208;4,11971139242121e-16;1;4,40342617034912;NA;NA;NA;NA;NA;-0,103147011915495;NA;NA;0,172751962906432;0,0012509822845459
"5";0,0352933379285542;0,0402312622194696;0,877261512105237;0,380344612087582;0,0103089809417725;0,018713993786496;0,010573350629379;1,76992085503127;0,0767403261224669;0,137768030166626;0,0309486525082306;0,0382019672492949;0,810132428685378;0,438758940225329;12,9335360527039;0,0180482330499653;0,0104424030356365;1,72836012825521;0,0839236791795808;0,000216007232666016;0,0309486525082306;0,038715781085653;0,799380811658201;0,424069633275759;0,00137591361999512;0,580201791849193;0,501799666023257;1,15624188522737;0,247582231769829;0,00146889686584473;0,025;0,0526570419574461;0,474770307458656;0,634950698959982;5,12698411941528;NA;NA;NA;NA;NA;0,0976899776328746;NA;NA;0,0863612090126206;0,0014190673828125
"6";0,0482898057779612;0,0409384772873317;1,17957014959382;0,23817122105592;0,0108609199523926;-0,00836055016021155;0,0107010260798537;-0,781284906496169;0,434634945360196;0,356305122375488;0,0456609760045573;0,0358501684604057;1,2736614070583;0,23469171400558;12,8419001102448;-0,0078994339818412;0,0105537118742695;-0,748498165948651;0,454159730917089;0,00062108039855957;0,0456609760045573;0,040134379747901;1,13770229641945;0,255244814200786;0,00142097473144531;0,303314586894867;0,478230787365515;0,634243120493708;0,525922170490026;0,00141191482543945;0,05;0,0413401638174534;1,20947754877765;0,226479431403669;4,91797614097595;NA;NA;NA;NA;NA;0,063706446132539;NA;NA;0,185653478424887;0,00118398666381836
"7";-0,0493113113757816;0,0403515636724223;-1,22204214379634;0,221691690226588;0,0132558345794678;-0,00949699788778654;0,0105258311610429;-0,902256338951721;0,366920713050003;0,165184020996094;-0,0478545409867519;0,0319321426206129;-1,49863232027095;0,168198777768858;12,77348279953;-0,0103453502867915;0,0102571974996449;-1,00859423708568;0,313169272272831;0,000200033187866211;-0,0478545409867519;0,0397919040577427;-1,20262003339446;0,229123391637847;0,0013129711151123;-0,616571984300466;0,394654020905863;-1,56231015430991;0,118214941034424;0,00138092041015625;-0,055;0,041734854663353;-1,31784333367512;0,187556098319554;5,37192988395691;NA;NA;NA;NA;NA;-0,102693503524467;NA;NA;0,0730644588813098;0,00130891799926758
"8";0,00896884328558639;0,0410808375761364;0,218321821432295;0,82717837347183;0,0141909122467041;0,00349348814447464;0,0103481656299921;0,337594919658947;0,73566847116944;0,0936069488525391;0,00705164281959767;0,0316042878673857;0,223122977780324;0,828421635069808;12,8180890083313;0,00339408610874277;0,01031543480763;0,329029863698259;0,7421331156574;0,000208139419555664;0,00705164281959767;0,0403862563905723;0,174605012938109;0,861390009344684;0,00158500671386719;0,562372542139975;0,745828786429649;0,754023647749108;0,450835022203169;0,00173401832580566;0,015;0,0423877721171776;0,353875640326973;0,723432083505212;4,86258101463318;NA;NA;NA;NA;NA;0,0466319339014229;NA;NA;0,490379098955108;0,00112009048461914
"9";0,0277346840645292;0,0381776937580736;0,726463055633475;0,46755494785711;0,0125689506530762;0,00271435623674569;0,0108406873982858;0,250385989100183;0,802288863686339;0,239151000976562;0,0288269308622567;0,0291694335836976;0,988258163448456;0,348848841826543;13,1606659889221;0,00618652269183662;0,010297485377299;0,600779944342036;0,547986563869503;0,000268936157226562;0,0288269308622567;0,0377582556988763;0,763460343405498;0,445188904100678;0,00175094604492188;0,2200331313661;0,594225814862941;0,370285379501479;0,711169866320218;0,0015869140625;0,015;0,0409525502096616;0,366277555932553;0,714157975458718;4,82555103302002;NA;NA;NA;NA;NA;0,0474463990405987;NA;NA;0,660580918354104;0,00103402137756348
"10";0,0585360146622664;0,0462129948185845;1,26665702779181;0,205277951673109;0,0108969211578369;0,00467602830374172;0,0105966481882428;0,441274280383289;0,659014443502698;0,19271183013916;0,0443126868145284;0,0454241271238533;0,975531939088352;0,354786553478931;12,7835619449615;0,00444752342982383;0,0104430410760718;0,425883935285333;0,670192421396309;0,000207901000976562;0,0443126868145284;0,0454241271238533;0,975531939088352;0,329296466677403;0,00130605697631836;-1,07132173154472;0,65841818663341;-1,62711442863166;0,103712797157862;0,00139808654785156;0,03;3,05187328752735;0,00983002804297494;0,992156898704884;4,69382095336914;NA;NA;NA;NA;NA;0,101581869641482;NA;NA;0,0937785706031439;0,00146102905273438
